	clean_tweet	class
23240	alway see shit old york rd late night done seen like  tranni midget	1
23241	bbw shit get tf planet take stud hoe 	1
23242	yuh bitch ass ull get smack quic	1
23243	boy dont say clutch fag ass bitch shit lingo tf 	1
23244	bitch 	1
23245	bitch #callemlikeiseeem	1
23246	jiggaboo 	0
23247	beyond retard	1
23248	fake amp go put blast bitch 	1
23249	arguin bout bitch god damn slutttt	1
23250	ask  mma make dat bitch bitch 	1
23251	club everi week bitch get life	1
23252	side hoe # # # # # # 	1
23253	better pray god like yo bitch caus might catch eye might get hit	1
23254	better watch hoe fuckin everybodi	1
23255	better work bitch	1
23256	bitch hole never text back guess # haha never text anyon back bad 	1
23257	bitch like text emoji	1
23258	bitch got one friend wear fit everi function even clean # 	1
23259	bitch crazi	1
23260	bitch relat stop 	1
23261	bitch got way fuck idc mani pineappl eat pussi still gon tast give shit pleas	1
23262	bitch make sic	1
23263	bitch entertain attent get nigga worst kind hoe	1
23264	bitch wear leg everyday sick know wore pair  day row fool	1
23265	bitter bitch need life 	1
23266	boil blood spoilt much ae arrog bitch u tri show flip nd like go nut #ohwe	1
23267	ask fuck bitch ask father day hoe outta line 	1
23268	hoe love	1
23269	buy bitch eryth world bet still find someth complain	1
23270	buy bitch ho etc tho	1
23271	buy fuck life never even broken sweat stop cri bitch 	1
23272	call bitch ok thief get smdh	1
23273	expect total bitch toward yet 	1
23274	say word negro attach word leagu total cool guy 	2
23275	say fool stand noth well say cunt 	1
23276	mad peopl call hoe act like one	1
23277	blame bitch attract say ima asshol talk hoe kinda 	1
23278	call bitch bitch bitch	1
23279	owe shit trust nicca 	1
23280	owe shit ion trust nicca	0
23281	play fool niggah	1
23282	put anyth past new york bitch detroit bitch chicago bitch 	1
23283	put pussi pedesta	1
23284	spell patrick without trick trick treat bitch	1
23285	treat hoe like ladi	1
23286	trust chick got pet cat b bitch mad sneaki	1
23287	cant tell bitch noth belong citi	1
23288	could view futur rose color glass libra 	2
23289	could fuck bitch lemm fuck yo bitch # # # # # 	1
23290	da bess deserv crown bitch 	1
23291	someth differ turn hoe	1
23292	say show yaself bitch nobodi said shut fuck fat made retard 	1
23293	know bra doobi brother member michael mcdonald say come tranni 	1
23294	done clown bitch 	1
23295	drink light beer hahahahahahahahahahaha pussi 	1
23296	dumb bitch think work free 	1
23297	estupid bitch like # hard understand	1
23298	ever dream fuck chick fuck real life pussi better dream 	1
23299	ever piec pussi man mind like money 	1
23300	ever sex pharaoh put pussi sarcophagu	1
23301	ever randomli woke ya bitch stand stare 	1
23302	ever see bitch comment vine like oh god knowin damn well would neva shit like lmfaaoo	1
23303	ever seen fine eskimo bitch googl imag look 	1
23304	fag hype shit much listen everyth garbag	1
23305	fat hoe need exercis diet	1
23306	follow whole bunch bitch look better girl nothin make wanna cheat	1
23307	fuck tri nice fuck go ape shit stay mad wtf haha	1
23308	fuck fag # exactli talk women pig 	0
23309	girl  talk hate sleep alon well bitch better buy damn teddi bear 	1
23310	girl got job colleg set better futur get mad nigga leav caus got pussi	1
23311	girl needa stop edit damn near got catfish week two ago bitch keep findin way back # # # # # 	1
23312	give head tonight nah # shoot fuck pussi hoe 	1
23313	got k follow n bed sheet last month bitch confrus voic	1
23314	got dyke got vic	1
23315	got hoe realli titti twerkin # # # 	1
23316	got faggot	0
23317	got name mouth got bitch dick # 	1
23318	got nigga got bitch	1
23319	got nigga got bitch partynextdoor never lie 	1
23320	got pussi nigga diseas cure ya	1
23321	got bad bitch trip	1
23322	got wild bitch tellin liessss	1
23323	gotta block dumb hoe	1
23324	guy faggot 	1
23325	hate footbal faggot	0
23326	word beat fuck faggot pl	0
23327	friend bc nobodi want guilti associ #hoe	1
23328	hoe aint fuck # # 	1
23329	hoe got real friend caus shit see boyyyyyyyi # # # # # friend ah burri  ft oml ever slip	1
23330	hoe pleasant surpris # # 	1
23331	hoe complain much 	1
23332	hoe give reason everyday stay ass singl anoth  year	1
23333	hoe love sayin think cute huh naa 	1
23334	hoe steadi come # # # 	1
23335	twitter hoe	1
23336	caught bitch cheatin work she dude tryin get fuck slittin throat cut bitch head	1
23337	friend im niggah wanna fuck wit	1
23338	salti ugli white hoe	1
23339	worri bout bitch got one girl girl one els hit	1
23340	know big nfl sick hear black yellow shit lol bandwagon fan hell go packer 	2
23341	know bitch crazi smile upset 	1
23342	know bitch mad throw drink # got find anoth nigga buy anoth one	1
23343	know bitch mad like #wcw # # 	1
23344	know hard find good woman yo hoe ass ungrat cheat good woman cuz faggot shit 	1
23345	know mani hot bitch 	1
23346	know hoe 	1
23347	know lil bitch # runn mouth street # # 	1
23348	know trash grown ass woman gotta nigga fuck around  year old  year old landfil trash 	1
23349	know stay fuck bitch shit street nigga that gonna get 	1
23350	know im even gonna respond know real bitch 	1
23351	know peopl ghetto leav plastic shit tv	1
23352	know random niggaz bitch wish worst eachoth look tweet 	1
23353	know head good feel like pussi stuf throat	1
23354	know hoe good singer stop make love song # # 	1
23355	know hoe wishi washi	1
23356	know hoe wishi washi 	1
23357	know fuck bitch didnt react girl	1
23358	know fuck bitch littl hoe gt lt 	0
23359	know im nigga money amp expens bitch	1
23360	know burden fuckin annoy hate bitch like	1
23361	know call life bitch cuz use lube nothin stick big ole cock ass fuck raw 	1
23362	know bitch ass need say 	1
23363	know ghetto see street name martin luther king jr amp littlejohn #halp	2
23364	know kinda seem like nasti bitch # # 	1
23365	know marri hoe ass bitch let nigga come let nigga take ya porn dvd 	1
23366	know dat white bitch da black cock yo uptight white asshol want aga	1
23367	like bitch nigga 	0
23368	like honestli tast like sole shoe shame 	2
23369	like hell yo bitch meanwhil yo bitch like hell yo cliqu #ayeeeee	1
23370	lil stupid ass bitch fuck	1
23371	littl dumb ass bitch dont fuck 	1
23372	littl stupid ass bitch fuckin witchu 	1
23373	littl stupid ass bitch aint fuckin 	1
23374	littl twat 	1
23375	lose   u tri stupid yardi	2
23376	mad cuz van yo bitch hand tit	1
23377	mad cuz fuck ya enemi win cuz let shit fuck control hoe stress 	1
23378	mean hoe russ never gonna happi bruh	1
23379	must part cat famili cuz fuck pussi	1
23380	must retard # # quot thirst trap # # # # # 	1
23381	need muzzl hors face bitch 	1
23382	need nicca like bring freak outta	1
23383	never heard think weed poison caus dont exist hoe	1
23384	never invit anywher yet bitch 	1
23385	nigga eat hoe pussi worth	1
23386	nigga puttin bitch even fuck yet pedest scratch hit list b never hittin 	1
23387	nigga talk femal tri get pussi dont realiz boost ego get curv 	1
23388	nigga would rather girl wear jean js instead tight dress heel faggot 	1
23389	niggaz bitch better yet actress da k hit ya ass nd flip like pissi mattress	1
23390	nigguh glorifi pussi	1
23391	play bitch know wassup	1
23392	old bitter salti ass nicca make flesh crawl bone bitch #dontarguejustacceptit	0
23393	bulli peopl know playoff bitch 	1
23394	pop pill fuck stank hoe keep real realli bout bank roll satisfi 	1
23395	poor soul cuz fat bitch thing like	1
23396	pussi lie pussi # # 	1
23397	pussi nigga see ya whisker	1
23398	ratchet ass bitch gonna nobodi blame get std	1
23399	realli nice bitch easiest way get cheat	1
23400	right fam sole ju peep ur tl cmon son look em bitch	1
23401	said text u told u miss yeah bitch like  week ago grow	1
23402	said yo bitch bitch look fu # 	1
23403	said smoke strong wrong smoke trash aint lung aint pressur	2
23404	said smoke strong wrong smoke trash lung pressur 	2
23405	say bitch say woman strong person play well other # 	1
23406	say like new toy children dumb bitch # mix babi want one # # # # 	1
23407	say ratchet pussi juici j band make danc	1
23408	say ratchet pussi juici j cant 	1
23409	say bitch bad shit 	1
23410	say classi saditi say bitch teas	1
23411	say gotta new bitch 	1
23412	scare scare beat pussi	1
23413	scum bro tha pussi trash still txt yu life shit	1
23414	see buss bitch # # # # 	1
23415	see shine yo bitch ass # # # # # 	1
23416	see two pussi jason capuano nd jason cousin take chit gram # 	1
23417	see bitch talk shit nigga get ya issu 	1
23418	selfish bitch bet love run sure 	1
23419	 foot  lb buy truck know get em caus scrawni countri pussi 	1
23420	probabl go clean nasti pussi worri wtf 	1
23421	type special faggot bring chocol swisher smoke session 	0
23422	state goo	0
23423	still turn hoe hous wife 	1
23424	still fuckin sorri ass nigga make sorri ass bitch #mimi #notsorry	1
23425	still nigga b trip hatin caus got bitch nigga stole princess punch 	1
23426	tha hoe	1
23427	bitch nigga type never fight 	1
23428	think america crook law women countri get execut street shone american hoe make 	1
23429	think learn red flag bullshit appear gtfo nooooo faggot ass faith peopl 	1
23430	think classi niggah realli ratchet	1
23431	think pussi wet kitten drown two day ago 	1
23432	thought playin cut bitch	1
23433	old twitter cri like bitch 	1
23434	trash tho edgewood basketbal court 	1
23435	tri hoe sinf	1
23436	unfollow dumb cunt jk blame 	1
23437	wanna find hoe follow chick repli heart eye sex gif	2
23438	wanna hot bodi wanna bugatti wanna maserati better rob bank bitch	1
23439	wanna know crazi shit without sunshin could find shadi bitch 	1
23440	wanna watch game wanna watch #scandal yo bitch ass buy anoth tv gotta take da l	1
23441	want smart educ dumb bitch date #lol #drunkta	1
23442	want couch play video game see friend pussi reach bae 	1
23443	want thingamabob got twenti bitch	1
23444	never let anoth bitch say chang action toward # 	1
23445	noth dirti whore fuck bitch	1
23446	never get # # know cook # # # # # # ya man fr atleast nigga like slackin ass bitch	1
23447	work today faggot 	1
23448	workout tweet instagram tweet text hoe xbox fall asleep young boy gotta clue grind	1
23449	get money silli hoe	1
23450	# bitch # seen # lose bad sinc # work slit wrist current thank tom bradi	1
23451	# littl bitch team got blown super bow	0
23452	never catch public chick got iphon seen public classi bitch	1
23453	bad bitch want 	1
23454	bitch amp hate	1
23455	bitch dawg straight bitch 	1
23456	dumb bitch wow 	1
23457	faggot use cover face emoj	0
23458	hoe ass faggot bitch cunt nigga	1
23459	pussi shut	1
23460	stupid fuck bitch	1
23461	stupid hoe	1
23462	faggot fuckhead 	0
23463	crow power line 	2
23464	ugli fat cunt whore need ode	1
23465	ugli fuck bitch get high hors	1
23466	black name look hungarian marri hunki 	2
23467	dismiss bitch  jacki wanna play thumper # 	1
23468	irrelev bitch	1
23469	anoth nigguh 	0
23470	trash like sorri	2
23471	like lucki leprechaun charm day hand gemini 	2
23472	way near life bitch lmao	1
23473	good listen # novac # twitpic selfi bad bitch # 	1
23474	pussi ass set mean shit 	1
23475	stand slipperi slope easi libra 	2
23476	stuck ghetto middl school day step g # wtf ah stuck middl school game jusi bc 	2
23477	fake bitch cannot stand read wonder probabl 	1
23478	pussi # # 	1
23479	ugli anyway hoe sit tf somewher	1
23480	unattract #   dinner date yo man bitch #pow 	1
23481	young gem amp chief kill yo go real music bubbl gum trash booth 	1
23482	young thug call bitch twin track even know mean definit bout start call bitch	1
23483	young bitch talk new man allll day anyon realli intrest shit lo	1
23484	young jezzi dat nigguh	1
23485	young stupid ass hoe day # # #gotdayum	1
23486	good gravedigg charli brown #spookybroadway 	2
23487	act like spoil littl faggot fu	0
23488	bitch alway said wanna fuck real nigga	1
23489	bitch choos let r 	1
23490	bitch frontin bitch stuntin 	1
23491	bitch got lipstick dick 	1
23492	bitch fake sack potato	1
23493	bitch wanna fuck someth noth like play video game watch game 	1
23494	bitch play game may joystic	1
23495	bitch want fuck squad # # 	1
23496	bitch want go littl itali tonight told fuck thot 	1
23497	boob fake littl bitch cute want punch 	1
23498	ex wife #pussy tast like sweet butter #theshield	1
23499	eyebrow fleek ya pussi st	1
23500	girl pussi like walk clinic cure everi sick nigga	1
23501	girl pussi smell like sour cream onion	1
23502	grammar trash 	2
23503	leader rock fuck mo hawk danc like faggot atl 	1
23504	name follow word cunt dictionari sooo tell 	1
23505	new bitch old hoe	1
23506	pathet plan fail enjoy phone fuck monkey let see ass benton park wanna talk shit carv face 	0
23507	pussi hella tight took hour slide mothafucka # # cannon quot compliment # # 	1
23508	pussi hole must small adjust phase rt sbabylif tf gentl intercours 	1
23509	retard 	0
23510	vagin wall inflam fuck nigga fuck bitch cut em complet treatment 	1
23511	your fuck ugli bitch wanna stab death play around blood patrick batema	0
23512	you gold bottl hoe pink mascato	1
23513	you bitch ass nigga # rt push tape bac till around labor day weekend turn # # 	1
23514	yu bitch made nigga	1
23515	yuh bitch voz de mando ok best mf friday yet 	1
23516	yung nigger move dope	1
23517	yup egg nog trash rap	2
23518	yup got aid die jenni bitch #forestgump	1
23519	yup offici like needi greedi bitch need way 	1
23520	yuu hinouchi get fuck two guy get pussi # cream 	1
23521	zach huggin tell yo bitch leav tf alon	1
23522	zack still question love oreo lo	2
23523	zelda bitch lol 	1
23524	zhou mi layin bed sm bust room like gettin song bitch 	1
23525	zimmerman comin yo life bitch 	0
23526	zuko get bitch	1
23527	     pm son bitch ate mac n chees 	1
23528	\\ fake bitch \\	1
23529	bitch two black eye bloodi lip scalp bleed bruis broken arm still like love lmao	1
23530	bitch math class right actual eat straight nutella # #wereyouraisedinabarn	1
23531	aaahhhhh internet die whole weekend told time teach true spirit christma fuck cunt 	1
23532	drunkenli get free print bracelet say fake ho 	1
23533	actin aw slutti bitch winni pooh sweater 	1
23534	add snapchat bitch erinblair	1
23535	addict pussi popp	1
23536	steeler lost superbowl load black yellow gmix mom comput think youtub page still ope	2
23537	ah nigga dat care opinion get involv hoe shit either gay broke get enough pussi 	0
23538	ahah fuck queer kill urself	0
23539	ahaha pussi king	1
23540	ahahahh ping pang pow u like shout  bro dre hogg style ent uza fool  di 	2
23541	kj amp mello daddi fuck nicca 	1
23542	hoe thought # # 	1
23543	bitch got shit	1
23544	nuttin ta cut bitch	1
23545	bitch mimi still wit gay ass nikko 	1
23546	trust bitch nigga hoe sucka	1
23547	aint nuthin retard bout gucci gold rolex	1
23548	aint shit pretti bitch mama anyon get drama	1
23549	aint shit without scale bitch live bag life	1
23550	aka ignor bitch	1
23551	eva want muh fuckin guala	1
23552	want hundr million dollar bad bitch	1
23553	exe bitch	1
23554	us twitter alreadi #shutupcrybaby lol need one step volunt listen bitch 	1
23555	bitch love 	1
23556	money n pussi want need	1
23557	model hoe follow nigga blow hit infam imma follow  peopl wave 	1
23558	ciara song old bitch like  week ago lml #basicbitches	1
23559	bad bitch man want 	1
23560	beauti bitch sucha beauti thing	1
23561	hoe familiar # # #juicetweet	1
23562	hoe sweat chase nigga show # 	1
23563	hoe tbh	1
23564	almightydavehunna photo haha bitch ass shmedium hit hoe caption # # 	1
23565	almost drag suit mate last night hoe realli came bang door	1
23566	although last night ladi told key happi new pussi	1
23567	alway hoe skinni lose money due therapi bill 	1
23568	alway okay bring ho barbershop though usual cool af	1
23569	inli one see austin river play bitch ass tonit 	1
23570	gotta say dont like ashley brook omfg creepi psycho bitch	1
23571	anoth one # cannon two hoe rt know # # 	2
23572	yo bitch may fight holmezz	1
23573	im retard keep answer hous phone know aint 	1
23574	bitch bad never ever cheat	1
23575	everi time friend talk matter subject nip haunt us one nip introduc 	2
23576	hoe shallow shiesti trifl knew 	1
23577	singl fuck bitch attitud foh 	1
23578	tri maintain color gonna fuckin bitch like wash hair alreadi start go blond idk id	1
23579	anim cracker fuckin bomb yo	1
23580	anoth long night allergi need better ned zertec howev spell 	2
23581	anybodi team permiss fuck bitch 	1
23582	anybodi rememb movi thumbelina notic flamin bird	2
23583	anybodi want sugar mapl sapl  pop heidi hillbilli beach emm plant two friday 	2
23584	anybodi want take pollo 	2
23585	anyway never trust bitch amp dont snitch unless look az  ditch	1
23586	appar pathet trash alright 	2
23587	seriou right hypocrit doubl standard fuck outta face trash	1
23588	ask number lame like cuh mobbin bitch turn	1
23589	auto tranni	2
23590	aw shit fenkel bitch	1
23591	awwwww alex smith broke pussi	1
23592	aye bitch tri	1
23593	aye jalen borrow  dollar aint like yu aint got two job well borrow pussi aint like yu gone give head 	1
23594	b c like black men rap music huh lol gener want color	2
23595	bad bitch	1
23596	bad bitch bounc pogo screamin yolo nigga juelz	1
23597	bad bitch lans could model she model 	1
23598	bad bitch tri blow like fuse	1
23599	bad bitch thing like	1
23600	bae game # #redskins	2
23601	bahaha karma bitch	1
23602	ball like stunna bitch	1
23603	base god fuck bitch	1
23604	basement dive mook bastard	1
23605	bat cool hell basic half tini fox half leather bird 	2
23606	beani cum real soon 	2
23607	long decemb count crow 	2
23608	start play flappi bird # # # # # # # # # # # # 	2
23609	cuz cat meow nocturn bird ultim #toughbrea	2
23610	big bitch sayin yo eye stomach bitch yo stomach eye	1
23611	bitch smokin ga could start ferrari 	1
23612	bitch got beef link	1
23613	bitch might b	1
23614	bitch need bodi high fuck wit head pleeeeas	1
23615	bitch seen trick #haannnn foh	1
23616	bitch eat block stop white peopl  	1
23617	bitch babi 	1
23618	bitch u 	1
23619	bitch ass arod shorti dont hit back	1
23620	bitch ass nigga	1
23621	bitch betta get right shout ddaaawwgggffaaacce cccaalldddeerooonn dese hoe aktin 	1
23622	bitch hold bound drizzown 	1
23623	bitch dick bomb	1
23624	bitch run neighbor dead	1
23625	bitch get twitter hoe # 	1
23626	bitch get cha bitch get cha bitch get cha feel # # feel wtf	1
23627	bitch goin downnnn h	1
23628	bitch gon bounc boosi rap dey probabl scare	1
23629	bitch cut	1
23630	bitch idc like respect	1
23631	bitch im dead # # # heaux gon put balloon corner amp take pic talkin bout v p # 	1
23632	bitch im bout get damn flu shot ion care free 	1
23633	bitch kill yoself go bathroom eat pill bitch em	0
23634	bitch live littl 	1
23635	bitch made dude actin bitch made	1
23636	bitch nigga owe money	1
23637	bitch plz	1
23638	bitch probabl molli st nigga said good mornin back	1
23639	bitch realli chang name haha seriou beyonc fan much time hand wait welfar offic	1
23640	bitch said best way get man get anoth one smh dat ah hoe u	1
23641	bitch that yo nigga # well aint bitch # # # # # # # # 	1
23642	bitch u guess	1
23643	bitch u kno game tight	1
23644	bitch realest boyz 	1
23645	bitch what plan yo box irrelev	1
23646	bitch nigga hmmm either gay hoe	1
23647	bitch lag lol 	1
23648	bitch better disappoint madonna britney xtima new singl #babydontlie come monday 	1
23649	bitch gotta glo one day 	1
23650	bitch guess	1
23651	bitch knew trail # mybad 	1
23652	bitch white stfu shitti spanish	0
23653	bitch	1
23654	bitch # shit # say nothin # 	1
23655	bitch aint shit hoe trick	1
23656	bitch alreadi twerkin cinegram shit may ju better instagram	1
23657	bitch subtweet lm	1
23658	bitch door slam habit ctfuu	1
23659	bitch rick justic tank top tho	1
23660	bitch brilliant haha 	1
23661	bitch half nake avi talk send nude	1
23662	bitch hate # # 	1
23663	bitch like squirter thinkin pissin squirt bitch  differ place	1
23664	bitch like mix wit italian chines nd african american like bitch cuz ate ur # 	0
23665	bitch peekin 	1
23666	bitch thot long get expos someth decent get overwhelm	1
23667	bitch come amp go ya know	1
23668	bitch corni af claim happi cri everyday ooh iight hmmmm	1
23669	bitch knw let ride certain shit work mention	1
23670	bitch dumb	1
23671	bitch 	1
23672	bitch love sosa guess wear sammi sosa # # 	1
23673	bitch love beyonc	1
23674	bitch love good morn post	1
23675	bitch pleas napa fewer  peopl injur liter  report critica	1
23676	bitch stay feel # 	1
23677	bitch talk hoe talk even 	1
23678	bitch dont eat meat like develop mental ill 	1
23679	bitch tryna relationship life right 	1
23680	bitch never knew call wesgod # 	1
23681	bitch 	1
23682	blue sapphir ear k yellow gold clip diamond alexandra ear emerald crystal emma 	2
23683	boat n hoe # 	1
23684	bobbi bitch make bodi flip know know karat bitch	1
23685	bound gag shove trash bin two bullet back head suspect natur caus said world worst detect 	2
23686	bout beat case like pussi nigga # # # # # # # 	1
23687	bout get twitter bitch twitter fame rais dawg #getwitme	1
23688	brass monkey dat funki monkey 	2
23689	brb skip b ball game obama whoop hoe ass 	1
23690	breh polygamist town arizona u wanna bitch deck move	1
23691	bruh youtub bitch ass nigga bruh bruh 	1
23692	bunch pussi	1
23693	didnt get write thank god lol dumb white bitch	1
23694	rather free man grave live puppet slave shit option bitch would free aliv rich	1
23695	time hate wanna trust bitch ass	1
23696	know one thing though bitch come go saturday sunday monday monday sunday yooooo #superma	1
23697	shawti bitch one get money wid	1
23698	butt chug loko nah	1
23699	byeeeee bitch # 	1
23700	call bitch 	1
23701	bitch least wait till bday month put shit damm yall stingi	1
23702	cat kill bird make huge me feather	2
23703	decid wear yellow rain boot purpos black amp yellow errrryth 	2
23704	get mani hoe flex last night 	1
23705	cant fuck around wit young nigga caus act like hoe	1
23706	cant hate onna bitch get paid got	1
23707	cant stand nicca pillow talk bitch	1
23708	cant trust nigga come bitch	0
23709	car anxieti bitch 	1
23710	caus life told taught shit wack fuck giant sack lie dog shit shut bitch 	1
23711	chang pussi fire hydrant # 	1
23712	charger raider trash # # #boltupdoe	2
23713	cheeki lol rt melisa jay want black yellow  ughh #	2
23714	chicken spaghetti trash	2
23715	chill bitch 	1
23716	chill zahra im get cracker r	1
23717	choke bitch	1
23718	chri brown said hoe wasnt loyal smh # 	1
23719	chubbi hoe 	1
23720	clean bird nest downspout readi rain babi bird respect bird bee 	2
23721	color denim make puke	2
23722	cooki cracker even level 	2
23723	coon lt fill coffe halfway gt lt use  irish creme fill half gt 	2
23724	coon	0
23725	coulda trash talk nigga cuz nigga got spankeddd fantasi	1
23726	countin hoe nigga that know nigga	1
23727	countri boy hick lyfe white tee rebel flag	2
23728	cousin bird screen twitter cousin poke faceboo	2
23729	crazi bitch like way ride dic	1
23730	ctfuu bitch tri get tough ran insid get husband hahaha	1
23731	curios kill cat bitch gunna die see head game	1
23732	cut bitch	1
23733	cut porkchop can pinto bean small carrot corn celeri potato cayenn powder crush red pepper	2
23734	dad name faggot littl fit 	1
23735	damn amp #fire flower ladi amp dick hoe lol 	1
23736	damn noth tweet noth complain bitch lo	1
23737	damn bitch lmao	1
23738	damn lol janay rice speak domest violenc costum mock marriag 	2
23739	damn gonna leav beth long term trash	1
23740	damnnnn u unfollow ah bitch fuck wit dey nigga dat make feel kind way # 	1
23741	darf retard lo	1
23742	dat mean u ugli hoe get fuck doggi style # # # #plies hot nigga 	1
23743	dat u pass bitch cuz dey ah make seem like u sweat dem man u knw dat man could fuck u	1
23744	dblite work like charm openwrt arduino yun full test coverag gyp version would rare made 	2
23745	deadass want sauc till shit got real nigga wanna back ooh iight smh pussi	1
23746	deal bitch feel like	1
23747	deal bitch ass annoy	1
23748	dean cri need pee peter keep say nigger	1
23749	dear michel bachman shut fuck crazi bitch 	1
23750	dear spoil suburban bitch 	1
23751	dem nigga ca white hoe love beauti black sista 	0
23752	de hoe wishi washi # 	1
23753	dey sell liquor drink di bitch # # 	1
23754	bitch realli awak slumber help pick avatar tho	1
23755	diet coke trash	2
23756	dig hole satisfi climb bitch 	1
23757	direct let bird chill sink  minutesm ok 	2
23758	di morgan hoe da middl eryth 	1
23759	dislik peopl bitch peopl relationship dislik peopl bitch peopl singl	1
23760	bitch still love sosa lmfaoooooooooooo	1
23761	bitch tweet take adderal everyday think hard nah	1
23762	even make dress strap amp cover ass us tit amp big ass settl trash bag	1
23763	think rice fag mcdonald 	0
23764	dodgerofzion ask giant green rooster walk carri tray browni may browni 	2
23765	ho shit	1
23766	surpris bitch alway dick toward	1
23767	bitch attitud reason one	1
23768	even entertain hoe got somebodi import 	1
23769	follow unfollow retard	1
23770	get twist shit bow bitch 	1
23771	give ah fuck ah bitch ah nigga 	1
23772	look like got banana hand fuck monkey 	1
23773	tri nice bitch	1
23774	done everyth trust hoe	1
23775	done riff raff bitchin bitch assss	1
23776	donkey son bitch mother fucker	1
23777	dont acknowledg hoe 	1
23778	dont call nigguh unless u call nigguh	1
23779	dont make direct eye contact anyth bird cat noth lol go west bu 	2
23780	dont trust hoe never trust hoe	1
23781	dope bag pretti bitch side	1
23782	dope bag pretti bitch side sell dope back tryna get high #ty	1
23783	drake need make mind rapper bitch haha	1
23784	draymond green bitch ass nigga bruh	1
23785	drop day earli fuck nigga need hear # #ed hard # trash compar #ed # 	1
23786	dumb ugli stupid bullshit ass bitch # # # 	0
23787	eagl fuck cunt 	1
23788	egg nog tast like bird doodoo look like	2
23789	eggnog trash	2
23790	eharmoni inform soulmat  sea doo trash bag whataburg taquito bunge top thx dr neil warren 	2
23791	eli man look like idiot talk guy sidelin hand like retard af	1
23792	emer bitch	1
23793	errybodi di bitch get tip whisper errybodi di bitch get tipsi	1
23794	escort mission game univers trash	2
23795	especi sinc rick andrea bang comic bitch die alreadi	1
23796	even natur look awesom color #becca 	2
23797	even tho kill pussi nigga hope go heaven young thug # 	1
23798	even though babi invis non exist bitch	1
23799	everi ladi hoe everi ladi sure quee	1
23800	everi time ask someth waitress touch knee till done ask mean tryna give nigga pussi 	1
23801	everi time say like someon boxer rapper etc everyon bitch fuck head chang opinion relax 	1
23802	everi time tri quit smoke dumb bitch alway gotta fuck annoy tri patienc lmfao	1
23803	everi time bitch make statu guy text like whatttt lo	1
23804	everybodi fuckin everybodi bitch everybodi wit shit that life	1
23805	everybodi gettin sick feel like supa man di bitch	1
23806	everybodi stay yell pregant season nooooooooo bitch nigga dont wanna rubber pussi good season tf	1
23807	everybodi talk bout hoe fight lurk money # # # 	1
23808	everybodi favorit phrase tri end argument lmao faggot	0
23809	everyon report huge faggot	1
23810	everyon think hoe idk tri talk # # 	1
23811	eww hate bitch dress sometim	1
23812	f u tumblr bc blog black amp white mani great color thing could reblog fm	2
23813	faggot 	0
23814	faggot time circl block  hour	1
23815	faggot 	0
23816	fag god dam	1
23817	fat bitch fat bitch heeeey	0
23818	fat dyke make want vomit	0
23819	fat white bitch skinni po black nigga yeah im metairi fa sho 	1
23820	favorit bitch pic flirt nowaday	1
23821	feel like im home im di bitch	1
23822	feelin warm fuzzi insid 	2
23823	first thing zombi outbreak sell hoe	1
23824	first thing wake sell hoe	1
23825	first thing meet famou star sell hoe	1
23826	flappi bird make want smash fuckin scree	1
23827	insecur girl ya name mention instagram straight flcike bitch nippl slip away strip 	1
23828	foreign bad bitch n said name trinaaa trap hous look like got hit hurrican katrinaaaa	1
23829	foreign iphon imma call goth hoe 	1
23830	french montana gotta give kardashian bitch  mil cuz divorc never marri none u bitch	1
23831	convers # hoe fall easi # # 	1
23832	fuck ah bitch think comma 	1
23833	fuck deeeez bitch	1
23834	fuck rite pussi	1
23835	fuck ray rice someon crack bitch	0
23836	fuck fat mexican bitch 	1
23837	fuck twitter aint get bitch # # # # 	1
23838	fuck u bitch # fuck u bitch 	1
23839	fuck bitch	1
23840	fuckin twat # # 	1
23841	fuck christ hate tutor ta liter get paid teach retard stop pick nose get fuck outta face	0
23842	fuck hot boot doesnt love boot boy lick sole clean 	1
23843	fuck queer	1
23844	fuk u stupid twat fuk upd dik suker wipe cum ur lip	1
23845	fuzzi sock actual life	2
23846	gay ass fag 	0
23847	geekylesbianscientist theblairbetch douglasrichardsonship kayla bird okay consid though 	1
23848	get level bitch im care kick wit	1
23849	get pussi	1
23850	get everi dolla bitch	1
23851	girl act like stare bitch laugh joke worth stare anyway	1
23852	girl hoe sun shine	1
23853	give dope dick fuckin addict hoe u fool u thought nigga neva yo	1
23854	give bitch good head assur back 	1
23855	givenchi toe bro hoe	1
23856	glad know hoe look attent #gladyouregone	1
23857	glenladen got life flight osu save mess bird #respect	2
23858	go get left hot car die bitch	0
23859	god cant fuck stand waiter bitch peopl tip get real fuck job	1
23860	gonna get tattoo teardrop dick caus murder pussi	1
23861	gonna pussi mix concret today teach pose like badass motherfuck let 	1
23862	good dick tattoo bitch like dat talk dem kind way bitch like dat 	1
23863	goodnight stuck twat laugh tweet	1
23864	got bitch bad afford fuc	1
23865	got death wish like  cunt happi man #fuckittt	1
23866	got ah tight schedul fuck ur bitch met 	1
23867	got cramp bitch #smokeweed #teamloudpac	1
23868	got like  hoe low pro	1
23869	got bitch whip come pick	1
23870	got bad bitch wait	1
23871	got club earli get free wait hoe show	1
23872	got hoe scro	1
23873	gotta  bitch outta line	1
23874	gotta clear ya throat pussi eh voic deepest morn	1
23875	gotta remind put da phone sometim cuz get sidetrack see bad bitch n den get mad cuz cant meet em	1
